id,tournament_id,round,flight_number,holes,start_time,created_at,gender,status,round_number
302d6216-2883-46e0-aafd-1989a3a1a795,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,5,18,2026-03-30 08:40:00+00,2026-03-30T16:35:23.037246+00:00,Boys,active,1
5222bcc9-bca0-4e05-9124-bf380770c4c7,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,6,18,2026-03-30 08:50:00+00,2026-03-30T16:35:23.037246+00:00,Boys,active,1
0e32280a-7ca4-4fc4-81f5-377c53a4efa8,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,7,18,2026-03-30 09:00:00+00,2026-03-30T16:35:23.037246+00:00,Boys,active,1
e27b7943-d629-4ff1-9d1b-ee3e7ed567ed,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,8,18,2026-03-30 09:10:00+00,2026-03-30T16:35:23.037246+00:00,Boys,active,1
d94d5956-2262-4585-8b3e-5de1f65312a4,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,9,18,2026-03-30 09:20:00+00,2026-03-30T16:35:23.037246+00:00,Girls,active,1
f7cabf5f-c310-4987-b01e-e13b35391b77,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,10,18,2026-03-30 09:30:00+00,2026-03-30T16:35:23.037246+00:00,Girls,active,1
ff82293d-2a72-4658-9429-b78fa8875278,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,11,18,2026-03-30 09:40:00+00,2026-03-30T16:35:23.037246+00:00,Girls,active,1
91ef3498-c436-43be-a5b7-9c1972f4753e,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,12,9,2026-03-30 09:50:00+00,2026-03-30T16:35:23.037246+00:00,Boys,active,1
0fd090c2-a41d-48a1-83f6-62a08d963dac,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,13,9,2026-03-30 10:00:00+00,2026-03-30T16:35:23.037246+00:00,Boys,active,1
eca2330d-d778-4656-bc49-0259efc531a6,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,14,9,2026-03-30 10:10:00+00,2026-03-30T16:35:23.037246+00:00,Boys,active,1
9b4d53e6-d3fb-48bb-9fe3-5171c350a80d,36d5df41-5864-4103-b413-169bbd683077,1,1,18,,2026-09-24T12:00:45.12179+00:00,Boys,active,1
2b2beac4-ccf9-4c7c-b9d8-da3ea5de2879,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,14,9,2026-03-30 10:10:00+00,2026-03-29T14:17:14.699959+00:00,Boys,active,1
15ccabc7-ab45-4048-b04c-2ed30fc810f1,36d5df41-5864-4103-b413-169bbd683077,1,2,18,,2026-09-24T12:00:45.12179+00:00,Girls,active,1
8aa27f7b-01d8-4eef-97cf-6a0021fa1e8a,36d5df41-5864-4103-b413-169bbd683077,1,3,18,,2026-09-24T12:00:45.12179+00:00,Boys,active,1
3c73698c-f63d-4dc2-a621-7bfd8f637352,36d5df41-5864-4103-b413-169bbd683077,1,4,18,,2026-09-24T12:00:45.12179+00:00,Boys,active,1
41c2590e-ea22-44bf-b862-6b8068962a10,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,2026-03-30 08:00:00+00,2026-03-29T14:17:14.699959+00:00,Boys,active,1
c460e0de-b986-4ef8-9ad2-fe7c163c4cce,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,1,18,2026-03-30 08:00:00+00,2026-03-30T16:35:23.037246+00:00,Boys,active,1
831d21ae-f00a-4343-b8f4-e3add91c2bc0,36d5df41-5864-4103-b413-169bbd683077,1,5,18,,2026-09-24T12:00:45.12179+00:00,Boys,active,1
86bdae5f-1d38-4b81-8429-ada3da337b50,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,1,18,2026-03-30 08:00:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
d6d08c6b-00e4-464d-9a8d-779635d470c8,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,2,18,2026-03-30 08:10:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
1b36fc76-9f3a-46c7-a71e-fd17cfcab717,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,3,18,2026-03-30 08:20:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
27766ec5-cc35-4f14-9dae-0b160a2b5399,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,4,18,2026-03-30 08:30:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
651ef15a-7854-45bf-86bc-2a269f99583b,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,5,18,2026-03-30 08:40:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
1f8b1cc7-d326-4d92-999d-dbb20d593190,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,6,18,2026-03-30 08:50:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
80c38750-5604-4ecd-a445-c4b0109ba467,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,7,18,2026-03-30 09:00:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
aa486c04-a034-4203-b238-fa30502de446,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,8,18,2026-03-30 09:10:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
b1a1cd7c-ed59-4822-9326-4c2943d31bac,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,9,18,2026-03-30 09:20:00+00,2026-03-31T15:14:05.334385+00:00,Girls,active,1
3e073029-7f46-4a01-9563-28f4d7280139,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,10,18,2026-03-30 09:30:00+00,2026-03-31T15:14:05.334385+00:00,Girls,active,1
ebcdc585-c820-4a9b-bdc3-426fa2a1e417,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,11,18,2026-03-30 09:40:00+00,2026-03-31T15:14:05.334385+00:00,Girls,active,1
f846dfc2-7225-4af1-a764-76aec810cb10,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,12,9,2026-03-30 09:50:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
39793579-af6c-4544-b0d1-b35a844c1fde,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,13,9,2026-03-30 10:00:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
a1894410-d734-4bd2-b809-e0040db0ac82,7716349a-8bb0-46c6-b60c-3594eb7ea60f,3,14,9,2026-03-30 10:10:00+00,2026-03-31T15:14:05.334385+00:00,Boys,active,1
69469e48-c74d-446f-b139-1ca985f176ab,36d5df41-5864-4103-b413-169bbd683077,1,6,18,,2026-09-24T12:00:45.12179+00:00,Boys,active,1
d4a97bf6-ce0f-421e-924f-6e157b580519,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,1,1,18,10:00,2026-05-24T05:48:05.688176+00:00,Boys,active,1
dfbf9c40-6098-4cec-a514-b91840223309,36d5df41-5864-4103-b413-169bbd683077,1,7,18,,2026-09-24T12:00:45.12179+00:00,Boys,active,1
23c0803f-8b7d-4ca8-85ec-3febae188fa7,36d5df41-5864-4103-b413-169bbd683077,1,8,18,,2026-09-24T12:00:45.12179+00:00,Boys,active,1
4d013931-6ba9-4a19-8c25-985ad54d9d23,36d5df41-5864-4103-b413-169bbd683077,1,9,18,,2026-09-24T12:00:45.12179+00:00,Boys,active,1
55976bbc-c187-4440-81c4-5b41a9c508d0,36d5df41-5864-4103-b413-169bbd683077,1,10,18,,2026-09-24T12:00:45.12179+00:00,Boys,active,1
4995bdb8-4678-43f5-8d1d-ed1c97dace97,36d5df41-5864-4103-b413-169bbd683077,1,11,9,,2026-09-24T12:00:45.12179+00:00,Boys,active,1
7fe83cd3-84bc-4551-b20c-fb96196b4131,d4a92ae2-6ecd-4043-8b5a-82414c597036,2,1,18,10:00,2026-09-25T14:18:35.887871+00:00,Boys,active,2
43d4052f-d517-4fe8-9ca3-f23fad6c25b0,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,1,18,2026-09-25T08:00:00.000Z,2026-09-25T11:08:49.674467+00:00,Boys,active,1
63633fe5-e010-43cc-89f1-d180cc489961,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,2,18,2026-09-25T08:10:00.000Z,2026-09-25T11:08:49.674467+00:00,Boys,active,1
674819f2-331b-427f-9d27-99f48f963329,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,3,18,2026-09-25T08:20:00.000Z,2026-09-25T11:08:49.674467+00:00,Boys,active,1
7236aaa1-7a6f-4a2b-a03d-00d6ba692368,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,4,18,2026-09-25T08:30:00.000Z,2026-09-25T11:08:49.674467+00:00,Boys,active,1
abc72e3d-5586-4f20-b97c-a930b3d8baf6,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,5,18,2026-09-25T08:40:00.000Z,2026-09-25T11:08:49.674467+00:00,Boys,active,1
be1a574b-3a2f-4eb8-ad5d-83ca0820089d,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,6,18,2026-09-25T08:50:00.000Z,2026-09-25T11:08:49.674467+00:00,Boys,active,1
fe0e4b8d-124d-4875-a169-876a56f3aec6,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,7,18,2026-09-25T09:00:00.000Z,2026-09-25T11:08:49.674467+00:00,Boys,active,1
f6ca877d-eb7c-4a52-aaa9-96b5cc1191d1,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,8,9,2026-09-25T09:10:00.000Z,2026-09-25T11:08:49.674467+00:00,Boys,active,1
a05f5e4d-2f76-4ea6-8edd-a5ffacc2758e,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,9,9,2026-09-25T09:20:00.000Z,2026-09-25T11:08:49.674467+00:00,Boys,active,1
8aa904b8-0e79-4424-88ed-b89d26d7a89c,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,10,9,2026-09-25T09:30:00.000Z,2026-09-25T11:08:49.674467+00:00,Boys,active,1
3e2c8abc-e69c-4b49-8f0f-82ebe1b850eb,d4a92ae2-6ecd-4043-8b5a-82414c597036,2,2,18,10:10,2026-09-25T14:18:37.649339+00:00,Boys,active,2
62c97000-c6b2-4fb7-b796-1dcd92fdcaf3,d4a92ae2-6ecd-4043-8b5a-82414c597036,2,3,18,10:20,2026-09-25T14:18:38.900474+00:00,Boys,active,2
f508b827-7339-4a50-ad92-ed74535b5029,d4a92ae2-6ecd-4043-8b5a-82414c597036,2,4,18,10:30,2026-09-25T14:18:40.35956+00:00,Boys,active,2
fff6d91f-f729-4617-94eb-e143d3c19e5e,d4a92ae2-6ecd-4043-8b5a-82414c597036,2,5,9,10:40,2026-09-25T14:18:42.21669+00:00,Boys,active,2
9d0b9c98-1cca-4d47-a77b-6c403efd00fa,d4a92ae2-6ecd-4043-8b5a-82414c597036,2,6,9,10:50,2026-09-25T14:18:43.85355+00:00,Boys,active,2
c46790ac-e60e-4223-8d9e-8ac33a005659,d4a92ae2-6ecd-4043-8b5a-82414c597036,2,7,9,11:00,2026-09-25T14:18:45.112611+00:00,Boys,active,2
2e7bcbd7-94da-4a02-b6b9-2aac371a3189,d4a92ae2-6ecd-4043-8b5a-82414c597036,2,8,9,11:10,2026-09-25T14:18:46.371728+00:00,Boys,active,2
52b0b61e-d87a-4cc6-b949-af2c0fed5b59,d4a92ae2-6ecd-4043-8b5a-82414c597036,2,9,18,11:20,2026-09-25T14:18:47.615953+00:00,Boys,active,2
6598dc91-0fba-47d2-8867-74f309876c50,d4a92ae2-6ecd-4043-8b5a-82414c597036,2,10,18,11:30,2026-09-25T14:44:38.914424+00:00,Boys,active,2
8783ae03-b9bc-48ce-9a8b-a3ed4f10b050,d4a92ae2-6ecd-4043-8b5a-82414c597036,3,1,18,,2026-09-26T14:05:14.585642+00:00,Boys,active,1
44e297d0-44af-4a56-911a-170b2e301ee3,d4a92ae2-6ecd-4043-8b5a-82414c597036,3,2,18,,2026-09-26T14:05:14.585642+00:00,Boys,active,1
c56fa1fa-57e3-49a6-8d89-3e66926b0e46,d4a92ae2-6ecd-4043-8b5a-82414c597036,3,3,18,,2026-09-26T14:05:14.585642+00:00,Boys,active,1
e9e6fb61-e4bf-45b4-a4d8-b1a21ecd2a5a,d4a92ae2-6ecd-4043-8b5a-82414c597036,3,4,18,,2026-09-26T14:05:14.585642+00:00,Boys,active,1
5f8274bb-38d9-4076-9d37-04afee549593,d4a92ae2-6ecd-4043-8b5a-82414c597036,3,5,18,,2026-09-26T14:05:14.585642+00:00,Boys,active,1
09e5e3a9-5229-4039-b23d-3c20479637be,d4a92ae2-6ecd-4043-8b5a-82414c597036,3,6,18,,2026-09-26T14:05:14.585642+00:00,Boys,active,1
9a61e37b-34f9-4f44-8368-90533f5b47ff,d4a92ae2-6ecd-4043-8b5a-82414c597036,3,7,18,,2026-09-26T14:05:14.585642+00:00,Boys,active,1
a898c793-ca90-453c-a4ad-0eeaec0a9e34,d4a92ae2-6ecd-4043-8b5a-82414c597036,3,8,9,,2026-09-26T14:05:14.585642+00:00,Boys,active,1
3e460f67-e0d0-40dd-93ff-5c3c3f0887b8,d4a92ae2-6ecd-4043-8b5a-82414c597036,3,9,9,,2026-09-26T14:05:14.585642+00:00,Boys,active,1
aab09ed2-ac35-4976-b783-af3a65ac39e9,d4a92ae2-6ecd-4043-8b5a-82414c597036,3,10,9,,2026-09-26T14:05:14.585642+00:00,Boys,active,1
