id,flight_id,registration_id,seat,marks_registration_id,created_at,status
49dfb5e1-5467-47c9-94a4-6f11a51561d9,8e91f459-3a12-4cc7-bbea-73b923bbf590,52cc4e9f-c387-4273-b08d-991f86e8e079,3,52cc4e9f-c387-4273-b08d-991f86e8e079,2026-09-20T12:02:47.341153+00:00,active
2448d01a-a28f-44de-b61e-6a55c323d6c6,db60c7ab-deb7-4ba8-b678-e8f25485e1e8,3b88eb10-8515-40d0-8108-a94529c534cd,2,e1cc61b9-4c31-4d8e-8bee-b567ce5cca28,2026-03-29T14:17:14.84181+00:00,active
bd1fac4b-4f2f-4816-9f77-43bd8f4d0777,c6b1f95b-4b3e-478f-a9db-e7b169a2c730,fdd25cd4-90fe-4002-b08b-95ff807080ba,3,639dca59-1a8d-409a-82c6-584dbb5f34e9,2026-03-29T14:17:14.84181+00:00,active
16453a60-6675-4aa2-825a-98a88c7baf0d,91d6513f-dd27-45e2-8f9c-1b137730b9e1,88a84b7a-b233-4990-93e1-42f9461294c3,1,88a84b7a-b233-4990-93e1-42f9461294c3,2026-09-20T12:02:47.341153+00:00,active
bb4a9a2b-7920-4e9d-a798-d1d47f886fa9,c6b1f95b-4b3e-478f-a9db-e7b169a2c730,639dca59-1a8d-409a-82c6-584dbb5f34e9,1,c3364e8d-93bc-472c-a6ff-b4f68265a4d5,2026-03-29T14:17:14.84181+00:00,active
fd1d93e4-56ff-4b3b-a713-b2805d5d55e0,4b495cdd-e2b8-4cfd-895b-07b474475d94,b0f8374f-c18d-481e-852b-dfa6aa011ac8,2,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,2026-03-29T14:17:14.84181+00:00,active
61149c8c-2899-4493-aec9-52a4b56dacfa,db60c7ab-deb7-4ba8-b678-e8f25485e1e8,e1cc61b9-4c31-4d8e-8bee-b567ce5cca28,3,07cfbc31-606f-4838-ba17-578e0720215d,2026-03-29T14:17:14.84181+00:00,active
001d1097-5c00-4411-a6f4-cb4e6e67bc5a,63a0fed9-f7fb-40ec-9a7d-16fae02f1a9b,c0fb8d2a-417b-4d68-918c-fc6d0b9b032c,1,5d110f0c-2f85-4f21-bfea-d8a96880f0f4,2026-03-29T14:17:14.84181+00:00,active
055f8f22-bc02-4c34-9bab-518870c15fa4,4b495cdd-e2b8-4cfd-895b-07b474475d94,6edb8092-3291-45fa-8651-a88b460512ad,1,b0f8374f-c18d-481e-852b-dfa6aa011ac8,2026-03-29T14:17:14.84181+00:00,active
3286f7ed-0e75-49d6-a85b-5592de9dfffc,2761004b-173b-4c68-b8c8-e99fe1fcabd4,ce23d191-feba-4728-82f1-dc3429b95532,2,e5564605-a162-4973-b880-2fa2245b8a54,2026-03-29T14:17:14.84181+00:00,active
bb90903a-9be8-4655-a69d-4c86d1588a8c,df54cb60-0b8e-4a38-adc6-64ba89338295,f88170d0-1f22-42fc-b06f-f43ce3d2c8ff,2,c9c44f56-2b25-4444-be7a-60dcb33140b2,2026-03-29T14:17:14.84181+00:00,active
7683c002-3009-4c25-9c94-51063dbe4913,c6b1f95b-4b3e-478f-a9db-e7b169a2c730,c3364e8d-93bc-472c-a6ff-b4f68265a4d5,2,fdd25cd4-90fe-4002-b08b-95ff807080ba,2026-03-29T14:17:14.84181+00:00,active
0f04068c-a8ff-42a4-a3df-9baef3026681,2761004b-173b-4c68-b8c8-e99fe1fcabd4,e5564605-a162-4973-b880-2fa2245b8a54,3,9dcefb0b-f81d-400a-90bc-514b64341425,2026-03-29T14:17:14.84181+00:00,active
4e3ffdd3-9cbe-42a3-933e-6fb7c7c3c9ba,db60c7ab-deb7-4ba8-b678-e8f25485e1e8,07cfbc31-606f-4838-ba17-578e0720215d,1,3b88eb10-8515-40d0-8108-a94529c534cd,2026-03-29T14:17:14.84181+00:00,active
9d4ff8ac-31d0-486a-a35f-d299acf2df81,6a5c3f79-dc80-4b86-a744-681088338cf8,4d134271-956f-42fd-95ea-0a6b725123e6,2,19b44c8b-f73c-464f-a197-236cf91f225b,2026-03-29T14:17:14.84181+00:00,active
ab9c83ac-49d4-4a78-9c14-e8e2839840a6,6a5c3f79-dc80-4b86-a744-681088338cf8,707a8d7f-48c8-4aa2-ba77-a822a334b283,1,4d134271-956f-42fd-95ea-0a6b725123e6,2026-03-29T14:17:14.84181+00:00,active
6cfd5731-c28e-49b9-8884-6f357d497274,4b495cdd-e2b8-4cfd-895b-07b474475d94,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,3,6edb8092-3291-45fa-8651-a88b460512ad,2026-03-29T14:17:14.84181+00:00,active
a38c259c-1368-4649-b090-ab77d4200afb,91d6513f-dd27-45e2-8f9c-1b137730b9e1,cdac881a-cdc3-4941-999f-3c275ce26530,2,cdac881a-cdc3-4941-999f-3c275ce26530,2026-09-20T12:02:47.341153+00:00,active
764dadb7-3d8f-4e22-a979-71914c1ff050,be0a41a7-ec45-496f-8f23-d2033c53e1a2,ee5ab7c6-0546-4277-8d04-5e6b48ea52a3,2,06ccd75a-85fb-49da-b531-5ea45a09645f,2026-03-29T14:17:14.84181+00:00,active
cdaa0da3-6584-4eb6-9aa3-0152e656a37b,2761004b-173b-4c68-b8c8-e99fe1fcabd4,9dcefb0b-f81d-400a-90bc-514b64341425,1,ce23d191-feba-4728-82f1-dc3429b95532,2026-03-29T14:17:14.84181+00:00,active
74b62681-b0fa-45c7-9347-eb99a0a655de,df54cb60-0b8e-4a38-adc6-64ba89338295,c9c44f56-2b25-4444-be7a-60dcb33140b2,3,0a22a191-8264-4398-8468-2e96074d3366,2026-03-29T14:17:14.84181+00:00,active
dccc889e-6442-4ee0-987f-b3cbca06bc77,259db575-3247-48af-a1aa-c37fe7c9f5ee,44447724-0d2c-4601-b0c6-e53714d03f63,2,bd565cdc-2b20-4ee1-8358-1c3f10ec8acf,2026-03-29T14:17:14.84181+00:00,active
45d409ac-c42e-4484-a502-5351c85db4c8,df54cb60-0b8e-4a38-adc6-64ba89338295,0a22a191-8264-4398-8468-2e96074d3366,1,f88170d0-1f22-42fc-b06f-f43ce3d2c8ff,2026-03-29T14:17:14.84181+00:00,active
330a131c-4f9b-4168-b722-b4c7fa4cfa4e,9e08d8fc-b9b3-4125-954d-0945bf093b1c,7cb8f5cb-1d66-4a8b-a52e-3c0ab48ff137,1,2e22731c-34b3-4726-937a-18e90d4213a7,2026-03-29T14:17:14.84181+00:00,active
58b02e37-b8ca-4bd9-b251-61ed72b659a7,9e08d8fc-b9b3-4125-954d-0945bf093b1c,2e22731c-34b3-4726-937a-18e90d4213a7,2,9d71aa32-e0cc-4394-b494-f2cca4e7d382,2026-03-29T14:17:14.84181+00:00,active
0a86b959-cca0-40f3-8838-01897f745769,be0a41a7-ec45-496f-8f23-d2033c53e1a2,06ccd75a-85fb-49da-b531-5ea45a09645f,3,78fb4ed0-ba6c-4b98-a34b-bb8fa7f01091,2026-03-29T14:17:14.84181+00:00,active
60daff48-c7bb-4986-935c-4a40455de470,259db575-3247-48af-a1aa-c37fe7c9f5ee,bd565cdc-2b20-4ee1-8358-1c3f10ec8acf,1,44447724-0d2c-4601-b0c6-e53714d03f63,2026-03-29T14:17:14.84181+00:00,active
92fc53a9-4b3d-40e7-b204-ab0aa42f2eae,9e08d8fc-b9b3-4125-954d-0945bf093b1c,9d71aa32-e0cc-4394-b494-f2cca4e7d382,3,7cb8f5cb-1d66-4a8b-a52e-3c0ab48ff137,2026-03-29T14:17:14.84181+00:00,active
5cb9cde4-bdd5-4af7-9dce-2533cb34471f,c460e0de-b986-4ef8-9ad2-fe7c163c4cce,0d19a809-374b-46bc-ac56-5d1417af6bbf,2,e1cc61b9-4c31-4d8e-8bee-b567ce5cca28,2026-03-30T16:35:23.145721+00:00,active
6f589f95-0c02-4fad-a597-5d731eb39e50,b4341ceb-461c-4196-bfe7-6e06232bddd1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,1,19b44c8b-f73c-464f-a197-236cf91f225b,2026-03-30T16:35:23.145721+00:00,active
3c7aa3e0-68b0-468b-b8f8-ce364a4cf992,09856454-32dd-4ef6-9366-41294797557d,639dca59-1a8d-409a-82c6-584dbb5f34e9,3,5d110f0c-2f85-4f21-bfea-d8a96880f0f4,2026-03-30T16:35:23.145721+00:00,active
6f0bf84b-17a1-4910-ad8f-68375c0e5e35,5222bcc9-bca0-4e05-9124-bf380770c4c7,9dcefb0b-f81d-400a-90bc-514b64341425,3,4d134271-956f-42fd-95ea-0a6b725123e6,2026-03-30T16:35:23.145721+00:00,active
ef668ccf-65f3-4a43-b70d-44bbe69561b5,a8d3197e-83a4-4c19-83f5-ab9910c1f421,b0f8374f-c18d-481e-852b-dfa6aa011ac8,1,47b6392b-6476-4a2b-897e-2347b126ab86,2026-03-30T16:35:23.145721+00:00,active
385fe551-dab8-485a-af0f-ee38707d195b,c460e0de-b986-4ef8-9ad2-fe7c163c4cce,3b88eb10-8515-40d0-8108-a94529c534cd,1,0d19a809-374b-46bc-ac56-5d1417af6bbf,2026-03-30T16:35:23.145721+00:00,active
463a54bd-d848-4ab2-9933-9dfca9753bef,91ef3498-c436-43be-a5b7-9c1972f4753e,098132e4-eb31-43dd-b487-8f6aea7501e6,2,e0adbbeb-e7b5-42d4-9ba3-1d70c15bc9f5,2026-03-30T16:35:23.145721+00:00,active
7d945c3d-ef36-40c8-916c-e5f238ab00a1,91ef3498-c436-43be-a5b7-9c1972f4753e,e0adbbeb-e7b5-42d4-9ba3-1d70c15bc9f5,1,098132e4-eb31-43dd-b487-8f6aea7501e6,2026-03-30T16:35:23.145721+00:00,active
684cb237-0a22-4329-a473-e4d587fa93cb,0e32280a-7ca4-4fc4-81f5-377c53a4efa8,f88170d0-1f22-42fc-b06f-f43ce3d2c8ff,3,c9c44f56-2b25-4444-be7a-60dcb33140b2,2026-03-30T16:35:23.145721+00:00,active
0c451c12-b026-4b19-b47a-2fd459067c3e,302d6216-2883-46e0-aafd-1989a3a1a795,0a22a191-8264-4398-8468-2e96074d3366,2,ce23d191-feba-4728-82f1-dc3429b95532,2026-03-30T16:35:23.145721+00:00,active
af5533ac-294f-49bb-919e-87fd6f127ce8,eca2330d-d778-4656-bc49-0259efc531a6,2cc9e7cd-f36e-4f27-ac2e-6959eecef670,1,21380286-b867-4919-83b5-08eaac386dfe,2026-03-30T16:35:23.145721+00:00,active
e959f666-ca23-41fe-864d-890d86273939,a8d3197e-83a4-4c19-83f5-ab9910c1f421,47b6392b-6476-4a2b-897e-2347b126ab86,2,07cfbc31-606f-4838-ba17-578e0720215d,2026-03-30T16:35:23.145721+00:00,active
57efe041-cba9-4051-a4e5-5361852a3562,0e32280a-7ca4-4fc4-81f5-377c53a4efa8,c9c44f56-2b25-4444-be7a-60dcb33140b2,1,9d71aa32-e0cc-4394-b494-f2cca4e7d382,2026-03-30T16:35:23.145721+00:00,active
188cd4dd-4a1d-4a40-af7f-580dc49bc9c8,c460e0de-b986-4ef8-9ad2-fe7c163c4cce,e1cc61b9-4c31-4d8e-8bee-b567ce5cca28,3,3b88eb10-8515-40d0-8108-a94529c534cd,2026-03-30T16:35:23.145721+00:00,active
8a0076cf-373d-4197-baa3-2779121a74cc,f7cabf5f-c310-4987-b01e-e13b35391b77,e5564605-a162-4973-b880-2fa2245b8a54,3,ee5ab7c6-0546-4277-8d04-5e6b48ea52a3,2026-03-30T16:35:23.145721+00:00,active
9df72999-0104-458e-8e6f-d89f324c1813,eca2330d-d778-4656-bc49-0259efc531a6,21380286-b867-4919-83b5-08eaac386dfe,2,2cc9e7cd-f36e-4f27-ac2e-6959eecef670,2026-03-30T16:35:23.145721+00:00,active
88166868-6be0-4d4c-9f17-e4b44912af43,a8d3197e-83a4-4c19-83f5-ab9910c1f421,07cfbc31-606f-4838-ba17-578e0720215d,3,b0f8374f-c18d-481e-852b-dfa6aa011ac8,2026-03-30T16:35:23.145721+00:00,active
56c5bcab-a30c-4766-acb2-3dd10cec1551,0e32280a-7ca4-4fc4-81f5-377c53a4efa8,9d71aa32-e0cc-4394-b494-f2cca4e7d382,2,f88170d0-1f22-42fc-b06f-f43ce3d2c8ff,2026-03-30T16:35:23.145721+00:00,active
1234be19-267f-403a-91fb-7a507c49ff27,ff82293d-2a72-4658-9429-b78fa8875278,7cb8f5cb-1d66-4a8b-a52e-3c0ab48ff137,2,06ccd75a-85fb-49da-b531-5ea45a09645f,2026-03-30T16:35:23.145721+00:00,active
350fa747-ebf1-42d6-a940-2f4c51d77458,ff82293d-2a72-4658-9429-b78fa8875278,06ccd75a-85fb-49da-b531-5ea45a09645f,3,78fb4ed0-ba6c-4b98-a34b-bb8fa7f01091,2026-03-30T16:35:23.145721+00:00,active
1d0af371-5854-45ec-bb63-28986a7595af,0fd090c2-a41d-48a1-83f6-62a08d963dac,db214db6-5b8c-432b-a14b-322a17f0f720,1,885a2ebf-a33e-44a1-a5dd-ef1922c7778b,2026-03-30T16:35:23.145721+00:00,active
eb6437fe-0781-4c34-b57a-299335b77f45,41c2590e-ea22-44bf-b862-6b8068962a10,19b44c8b-f73c-464f-a197-236cf91f225b,4,5d110f0c-2f85-4f21-bfea-d8a96880f0f4,2026-05-15T08:45:08.071615+00:00,active
405fea43-f859-4b7e-af47-faef1492a8a0,f7cabf5f-c310-4987-b01e-e13b35391b77,ee5ab7c6-0546-4277-8d04-5e6b48ea52a3,1,2e22731c-34b3-4726-937a-18e90d4213a7,2026-03-30T16:35:23.145721+00:00,active
dd941e90-75af-4f6e-af1c-b9cbf131c542,b4341ceb-461c-4196-bfe7-6e06232bddd1,7c4671ff-76ee-4a70-b912-6aa7354774ee,3,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,2026-03-30T16:35:23.145721+00:00,active
78e5fa56-9d4d-4681-82cc-beddb3bd0e28,0fd090c2-a41d-48a1-83f6-62a08d963dac,885a2ebf-a33e-44a1-a5dd-ef1922c7778b,2,d3d57160-318c-4c35-bb5c-de5a5f07d0e7,2026-03-30T16:35:23.145721+00:00,active
3df5427a-1e0b-443a-b17c-1127f7563086,09856454-32dd-4ef6-9366-41294797557d,c3364e8d-93bc-472c-a6ff-b4f68265a4d5,2,639dca59-1a8d-409a-82c6-584dbb5f34e9,2026-03-30T16:35:23.145721+00:00,active
eb523e58-6c6d-4eeb-8184-835119a6e5c6,302d6216-2883-46e0-aafd-1989a3a1a795,6edb8092-3291-45fa-8651-a88b460512ad,1,0a22a191-8264-4398-8468-2e96074d3366,2026-03-30T16:35:23.145721+00:00,active
de5e5840-b95b-4667-b351-ea45efb054cf,5222bcc9-bca0-4e05-9124-bf380770c4c7,4d134271-956f-42fd-95ea-0a6b725123e6,1,707a8d7f-48c8-4aa2-ba77-a822a334b283,2026-03-30T16:35:23.145721+00:00,active
438c708b-bf7c-4870-bacd-fa5890228465,0fd090c2-a41d-48a1-83f6-62a08d963dac,d3d57160-318c-4c35-bb5c-de5a5f07d0e7,3,db214db6-5b8c-432b-a14b-322a17f0f720,2026-03-30T16:35:23.145721+00:00,active
ac64ea86-8392-4621-b2a9-0f52e7df3ead,91d6513f-dd27-45e2-8f9c-1b137730b9e1,791e108b-1db5-47f0-9f11-726d9b44e263,3,791e108b-1db5-47f0-9f11-726d9b44e263,2026-09-20T12:02:47.341153+00:00,active
fea9e221-fbf5-4872-9cfb-a2784b4cccd6,e3778593-089a-4b46-9ca2-7e1509ef2529,38dd0017-f17b-4eaa-8925-4b5f0071e180,1,38dd0017-f17b-4eaa-8925-4b5f0071e180,2026-09-20T12:02:47.341153+00:00,active
47152402-0501-445b-9a1e-d60ec2ed3023,e3778593-089a-4b46-9ca2-7e1509ef2529,46fdab66-f422-4168-83fc-70e67f137b2d,2,46fdab66-f422-4168-83fc-70e67f137b2d,2026-09-20T12:02:47.341153+00:00,active
e86ba3a0-1045-4228-96eb-7d951cdbc342,f210512f-511b-40a7-8f50-0c843a47880d,098132e4-eb31-43dd-b487-8f6aea7501e6,1,e0adbbeb-e7b5-42d4-9ba3-1d70c15bc9f5,2026-03-29T14:17:14.84181+00:00,active
77cf911d-f446-47a8-bd8c-ce4a15e7a095,f210512f-511b-40a7-8f50-0c843a47880d,d3d57160-318c-4c35-bb5c-de5a5f07d0e7,3,098132e4-eb31-43dd-b487-8f6aea7501e6,2026-03-29T14:17:14.84181+00:00,active
c3b99646-a38e-4e02-b952-d932f21fb303,f210512f-511b-40a7-8f50-0c843a47880d,e0adbbeb-e7b5-42d4-9ba3-1d70c15bc9f5,2,d3d57160-318c-4c35-bb5c-de5a5f07d0e7,2026-03-29T14:17:14.84181+00:00,active
ca6efeab-450a-4d79-96e2-7e3cf0274639,2b2beac4-ccf9-4c7c-b9d8-da3ea5de2879,db214db6-5b8c-432b-a14b-322a17f0f720,2,2cc9e7cd-f36e-4f27-ac2e-6959eecef670,2026-03-29T14:17:14.84181+00:00,active
cc2b2304-08ab-4109-aacb-6931c261a3bf,2b2beac4-ccf9-4c7c-b9d8-da3ea5de2879,2cc9e7cd-f36e-4f27-ac2e-6959eecef670,1,db214db6-5b8c-432b-a14b-322a17f0f720,2026-03-29T14:17:14.84181+00:00,active
08dc1de9-711b-45c3-b619-8c821be6d7a8,dcf05598-00a4-4a23-9545-666999321c7c,21380286-b867-4919-83b5-08eaac386dfe,2,885a2ebf-a33e-44a1-a5dd-ef1922c7778b,2026-03-29T14:17:14.84181+00:00,active
1e99ec1c-8d18-4500-8a8f-f012ad71373f,dcf05598-00a4-4a23-9545-666999321c7c,885a2ebf-a33e-44a1-a5dd-ef1922c7778b,1,21380286-b867-4919-83b5-08eaac386dfe,2026-03-29T14:17:14.84181+00:00,active
acea510d-665b-4807-84d0-eee5dbaf9b70,e3778593-089a-4b46-9ca2-7e1509ef2529,becafb16-662c-4276-bb91-a5b09034bec9,3,becafb16-662c-4276-bb91-a5b09034bec9,2026-09-20T12:02:47.341153+00:00,active
67cd77e6-d036-4504-99df-97c965cef8e2,d3c0c3bf-896b-4ff3-a540-b961bdd8f494,c3cb6397-8992-401a-9004-9163f7293552,1,c3cb6397-8992-401a-9004-9163f7293552,2026-09-20T12:02:47.341153+00:00,active
380aea5d-7bae-4ddc-840d-12ed34bf225e,d3c0c3bf-896b-4ff3-a540-b961bdd8f494,c6d0a88a-d1a1-4c78-bb77-80bd01811f05,2,c6d0a88a-d1a1-4c78-bb77-80bd01811f05,2026-09-20T12:02:47.341153+00:00,active
edea8020-86f6-488e-a351-aaf749232ef3,d3c0c3bf-896b-4ff3-a540-b961bdd8f494,fc1692e2-68d1-48f2-bc0a-5b97c551895f,3,fc1692e2-68d1-48f2-bc0a-5b97c551895f,2026-09-20T12:02:47.341153+00:00,active
ef20cf60-618d-4e2c-9656-ddf3c7922653,5322fc27-7785-4252-ba7a-76e9721760de,b71c36cf-c0f2-444f-bc6c-72627fb0888b,1,b71c36cf-c0f2-444f-bc6c-72627fb0888b,2026-09-20T12:02:47.341153+00:00,active
4d245774-ed98-4edd-88f3-b04803d7aa5f,5322fc27-7785-4252-ba7a-76e9721760de,9f598abc-49d9-4080-9cd4-ebd4e9e3ab7d,2,9f598abc-49d9-4080-9cd4-ebd4e9e3ab7d,2026-09-20T12:02:47.341153+00:00,active
49cc5b53-0428-4421-86ed-f7dcc18fb821,5322fc27-7785-4252-ba7a-76e9721760de,c9f1b969-7f59-4b60-bb15-bb1293505bec,3,c9f1b969-7f59-4b60-bb15-bb1293505bec,2026-09-20T12:02:47.341153+00:00,active
c54ce9de-470a-4359-b628-7325ca571a77,c9c7738a-870f-4fdf-b174-fb861836e18b,0c6cd42c-985e-4d23-be55-5e8d8ef173d2,1,0c6cd42c-985e-4d23-be55-5e8d8ef173d2,2026-09-20T12:02:47.341153+00:00,active
1dc23d3b-ad4c-4ba9-a231-e3411c6e71b4,c9c7738a-870f-4fdf-b174-fb861836e18b,337b6c71-7714-4f92-b0d9-595724dec0f8,2,337b6c71-7714-4f92-b0d9-595724dec0f8,2026-09-20T12:02:47.341153+00:00,active
46216d95-19ee-40f5-840f-aa3ede5c6b2d,c9c7738a-870f-4fdf-b174-fb861836e18b,ad9f8354-0689-4d7d-b8b3-df5c485cc892,3,ad9f8354-0689-4d7d-b8b3-df5c485cc892,2026-09-20T12:02:47.341153+00:00,active
89f5283f-c1a2-4161-9899-c00a82a3946f,f20798fe-d330-489c-a88d-89c3ebe94334,05246053-44ff-4ddc-9119-619c0fe7675e,2,05246053-44ff-4ddc-9119-619c0fe7675e,2026-09-20T12:02:47.341153+00:00,active
4be62e2e-e57a-44bd-ac03-53d804e9c307,7a0d9dd1-521f-444d-8e71-13449e3516c5,62fe0887-6e98-4ea4-a4d1-3489529b802d,1,62fe0887-6e98-4ea4-a4d1-3489529b802d,2026-09-20T12:02:47.341153+00:00,active
1aca177d-3125-4c88-b391-a9fe93747076,97c71237-5984-424a-b46e-7ce386574224,a9ce82ed-4713-419e-a325-98581c179c7a,1,a9ce82ed-4713-419e-a325-98581c179c7a,2026-09-20T12:02:47.341153+00:00,active
b5519dd7-51c6-43e4-b73d-0fb77ad7a798,97c71237-5984-424a-b46e-7ce386574224,5a59d344-5329-4443-8d6e-6a3950ea6610,2,5a59d344-5329-4443-8d6e-6a3950ea6610,2026-09-20T12:02:47.341153+00:00,active
4b9d8171-1c7a-4b7a-929c-7679c50183be,7a0d9dd1-521f-444d-8e71-13449e3516c5,9eae9c23-f97d-4974-b2f6-be32ccdce48f,2,9eae9c23-f97d-4974-b2f6-be32ccdce48f,2026-09-20T12:02:47.341153+00:00,active
a90f8ea3-6a22-46de-ae69-17d36b4e46ad,e27b7943-d629-4ff1-9d1b-ee3e7ed567ed,fdd25cd4-90fe-4002-b08b-95ff807080ba,1,bd565cdc-2b20-4ee1-8358-1c3f10ec8acf,2026-03-30T16:35:23.145721+00:00,active
1b6fe26c-978d-454e-bb40-709b8f551f51,5222bcc9-bca0-4e05-9124-bf380770c4c7,707a8d7f-48c8-4aa2-ba77-a822a334b283,2,9dcefb0b-f81d-400a-90bc-514b64341425,2026-03-30T16:35:23.145721+00:00,active
7a181d07-22cc-4a4a-b0f0-b3e76188c887,302d6216-2883-46e0-aafd-1989a3a1a795,ce23d191-feba-4728-82f1-dc3429b95532,3,6edb8092-3291-45fa-8651-a88b460512ad,2026-03-30T16:35:23.145721+00:00,active
c10fca3b-9723-47ce-957b-bdff8cce846b,f7cabf5f-c310-4987-b01e-e13b35391b77,2e22731c-34b3-4726-937a-18e90d4213a7,2,e5564605-a162-4973-b880-2fa2245b8a54,2026-03-30T16:35:23.145721+00:00,active
b21dc712-35bc-4b5b-83d8-30dd8d836e2c,1b36fc76-9f3a-46c7-a71e-fd17cfcab717,2e22731c-34b3-4726-937a-18e90d4213a7,2,c0fb8d2a-417b-4d68-918c-fc6d0b9b032c,2026-03-31T15:14:05.556504+00:00,active
